"ID","Ref_Short","Ref_Long","Type"
"1738","Christensen, B 1997","Christensen, B &#60;q&#62;Dansk søfarts historie bind 1: Fra stammebåd til skib. Tiden indtil 1588&#60;/q&#62;, &#60;cite&#62;Historisk Tidsskrift&#60;/cite&#62; 16 (1997), 160","secondary"
"1740","Olesen 1988","Olesen, Jens E., &#60;q&#62;Toldere og toldindtægter i senmiddelalderen&#60;/q&#62;, in &#60;cite&#62;Zise&#60;/cite&#62; 3 (1988), 92-107.","secondary"
"1742","Debrabandere et al. 2010","Debrabandere, Frans; Devos, Magda; Kempeneers, Paul T.C.; Mennen, Victor; Ryckeboer, Hugo; Van Osta, Ward, &#60;cite&#62;De Vlaamse gemeentenamen: verklarend woordenboek&#60;/cite&#62; (Leuven, 2010)","secondary"
"1744","Helsloot 2002","Helsloot, P.N., &#60;cite&#62;De glorie van Zaandam. Zeven eeuwen geschiedenis, gezien van de Hogendam&#60;/cite&#62; (Zaltbommel, 2002)","secondary"
"1746","Tippach 2003","Tippach, Thomas (ed.), Städtebuch Hinterpommern, Neubearbeitung (Stuttgart, 2003)","secondary"
"1748","Bredehöft 1984","Bredehöft, Klaus, &#60;cite&#62;Inseln im Moor. Aus der Geschichte von Revenahe-Kammerbusch&#60;/cite&#62; (Kammerbusch, 1984).","secondary"
"1750","Albers 2005","Albers, Ewald, &#60;cite&#62;Wangersen: früher und heute, 1105–2005&#60;/cite&#62; (Wangersen, 2005)","secondary"
"1752","Dobelmann 1986","Dobelmann, Werner, &#60;q&#62;Der Schultenhof zu Rüssel&#60;/q&#62;, &#60;cite&#62;Osnabrücker Land: Heimat-Jahrbuch&#60;/cite&#62; 13 (1986), 56–61","secondary"
"1754","De Vries 1981","Vries, Jan de, &#60;cite&#62;Barges and Capitalism. Passenger Transportation in the Dutch Economy, 1632-1839&#60;/cite&#62; (Utrecht, 1981)","secondary"
"1756","Ploetz 1961","Ploetz, Bruno, &#60;q&#62;Überlandfernverkehr im Gebiet des Fürstentums Lüneburg&#60;/q&#62;, &#60;cite&#62;Lüneburger Blätter&#60;/cite&#62; 11/12 (1961), 67-148","secondary"
"1758","Herten 1968","Gemeentebestuur Herten (ed.), &#60;cite&#62;1000 jaar Herten. 968-1968&#60;/cite&#62; (Herten, 1968)","secondary"
"1760",,"&#13;&#10;Verkerk, C.L.T. , &#60;q&#62;De vroegste vermelding van de tol van Geervliet &#60;/q&#62;, in &#60;cite&#62;Datum et actum. Opstellen aangeboden aan Jaap Kruisheer t.g.v. zijn 65ste verjaardag&#60;/cite&#62;, ed. by Blok, D.P. et. al. (Amsterdam, 1998), 431-455.","secondary"
"1762","Smit, Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag. https://www.nationaalarchief.nl/onderzoeken/archief/3.01.28","secondary"
"1764","Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag.","secondary"
"1766","Inventaris Rekenkamer ter auditie","Smit, J., &#60;cite&#62;Inventaris van het archief der Rekenkamer ter Auditie van de Gemeene-landsrekeningen en de opvolgende Colleges met de daaronder berustende Rekeningen.. &#60;/cite&#62;, Version 10-10-2020, Archive 3.01.28, Nationaal Archief, Den Haag.","secondary"
"1768","Hingman, Inventaris Grafelijkheidsrekenkame","Hingman,J.H., &#60;cite&#62;Inventaris van het archief van de Grafelijkheidsrekenkamer of Rekenkamer der Domeinen van Holland: Registers en Stukken, (1233) 1446-1728 (1815) &#60;/cite&#62;, Version 06-10-2020, Archive 3.01.27.02,&#13;&#10;Nationaal Archief, Den Haag. https://www.nationaalarchief.nl/onderzoeken/archief/3.01.27.01","secondary"
"1770","Maassluis Oud Archief","&#60;cite&#62;Archiefinventaris 1000 Oud Archief Maassluis&#60;/cite&#62;, Stads Archief Vlaardingen, consulted 20200126, http://www.geschiedenisvanvlaardingen.nl/stadsarchief/toegang1000.htm#i_inventaris &#13;&#10;","secondary"
"1772","Alma 1999","Alma, Carla, &#60;q&#62;Oldenzijl, &#39;onder den klockslagh&#39; van Winsum&#60;/q&#62;, &#60;cite&#62;Noorderbreedte&#60;/cite&#62; 4 (1999), 40-42.","secondary"
"1774","Kroon 2004","Kroon, Hans Arie, &#60;q&#62;Korte geschiedenis van Gouwsluis&#60;/q&#62;, &#60;cite&#62;Alphen.com&#60;/cite&#62; (14-1-2004), url: &#60;a href=&#34;https://alphen.com/2004/01/14/korte-geschiedenis-van-gouwsluis&#34;&#62;https://alphen.com/2004/01/14/korte-geschiedenis-van-gouwsluis&#60;/a&#62;","secondary"
"1776","Berkenvelder 1983","Berkenvelder, F.C., &#60;cite&#62;Zwolle als Hanzestad&#60;/cite&#62; (Zwolle, 1983)","secondary"
"1778","Meilink-Roelofsz; Raben; Spijkerman 1992/2020","Meilink-Roelofsz, M.A.P.; R. Raben and H. Spijkerman, &#60;cite&#62;1.04.02 Inventaris van het archief van de Verenigde Oost-Indische Compagnie (VOC), 1602-1795 (1811)&#60;/cite&#62; (Den Haag, 1992; version 10-09-2020), online edition at &#60;a href=&#34;https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02&#34;&#62;https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02&#60;/a&#62;","secondary"
"1780","Leenders 2016","Leenders, K.A.H.W., &#60;cite&#62;De waterhuishouding rond Oudenbosch in 1565&#60;/cite&#62; (31 oktober 2016)","secondary"
"1782","Inventaris onroerend erfgoed Vlaanderen","Inventaris onroerend erfgoed Vlaanderen (&#60;a href=&#34;https://inventaris.onroerenderfgoed.be&#34;&#62;https://inventaris.onroerenderfgoed.be&#60;/a&#62;)","secondary"
"1784","Abrahamse 2006","Abrahamse, Jaap-Evert, &#60;q&#62;&#39;Wegh der weegen&#39;: ontwerp en aanleg van de Amersfoortseweg: een zeventiende-eeuws landinrichtigsproject door Jacob van Campen&#60;/q&#62;, &#60;cite&#62;Flehite: historisch jaarboek voor Amersfoort en omstreken&#60;/cite&#62; (2006), 72-97, 113-121.","secondary"
