"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"8998","2840","","","52.671171","7.485696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","","","The Hase was navigable up to Haselünne","","","",""
"9001","4958","Schlagde","","52.291049","8.923151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1250","","The construction of a city wall in the 13th century separated the old market, located on the shore of a river arm, from the water. Consequently a harbour at the shore of the Weser was established, which received the name ""Schlagde"". The harbour was located outside of town; possibly, the Weser toll was levied here before the toll in Petershagen was granted (1377).","","","",""
"9003","942","","","52.269707","10.522579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1227","","It is unknown where the harbour for shipping on the Oker river in Braunschweig was located. For the shipping to Celle and Bremen in the late Middle Ages, a location in the northern part of town is assumed, probably around the former river island Werder in the borough Hagen, with an additional landing place on the opposite shore in the borough Neustadt around the former street Nickelnkulk. However, there is no written or archaeological evidence for a harbour in Braunschweig. The (un)loading of ships might also have taken place outside the town.","","","",""
"9004","","Schöppenstedter Turm","berchfrede by dem Scheppenstidde damme","52.250637","10.593003","","y","y","1387","","Watchtower in the defensive enclosure ('landwehr') of Braunschweig. The oldest evidence for this part of the landwehr dates from 1387.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9005","8580","","","52.160907","10.534499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1575","","The Oker was made navigable between Wolfenbüttel and Schladen in 1575, and up to Oker in 1577.","","","",""
"9006","","","","52.098307","10.571556","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1575","","A lock near Dorstadt was constructed in 1575 as part of a project to make the Oker navigable between Wolfenbüttel and Schladen. The basin was 20 feet deep."
"9007","5616","","","51.911263","10.486109","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1527","","A bridge across the Oker was first mentioned in 1527.","","","","","","","",""
"9008","","","","52.118948","10.568475","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1577","","Flash lock at the mill in Ohrum, built to regulate the shipping on the Oker in 1577."
"9009","","","","52.157618","10.605017","","y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1575","1610","The Nette (Altenau) was made navigable in 1575, at which occasion a lock was constructed near Wendessen. Shipping on the stream must have stopped around 1610."
"9010","","Donnerburgbrücke","Nedbrugge; Donnerburg; Nettebrücke","52.140475","10.575432","","y","y","1584","","Stables for draught horses are mentioned in 1584. Since the 17th century, there existed an inn at the bridge.","","","","","","","","","","","","","","","","","","","","","","y","1385","","The bridge is first mentioned in 1385 in a peace agreement between the town Braunschweig and Cordt van der Assenburg. A draw bridge is mentioned in 1584. The current still existing stone bridge dates from 1708 and is called Donnerburgbrücke, after a former inn at the bridge, which came into the possession of Hans Jürgen Donner in 1705.","y","1575","","A place for loading stones from the Ösel was created next to the bridge in 1575.","y","1575","","A lock was built here in the context of making the Nette (Altenau) navigable in 1575."
"9011","6965","","","52.14414","10.769224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","y","1575","1610","The Nette (Altenau) was made navigable in 1575, mainly for the transport of stones from the Elm. According to a 1578 source, in which duke Julius promised the transport of building material by ship for the reconstruction of houses after the town of Schöppenstedt had burned down, the Nette was navigable up to Schöppenstedt. Shipping on the stream must have stopped around 1610.","","","",""
"9012","1126","","","53.156916","8.704217","","y","","","","","","","","","y","1062","","A toll of the archbishop of Bremen on the crossing of the river Lesum is already mentioned in 1062. A bridge toll was levied from 1387 onwards, to cover the expenses of the construction of the new bridge. At first, this toll was levied by the town of Bremen, later it was shared with the archbishop.","","","","","","","","","","y","1350","1388","In the charter about the reconstruction of the castle from 1350, a ferry is mentioned. This ferry must have existed until the construction of the bridge in 1388.","y","1388","","A bridge across the Lesum was built by the town of Bremen around 1388 for the sum of 6000 Mark.","","","","","","","",""
"9013","","Lesum","Liastmona; Liestmunde; Liesmunde; Liesmund; Lesmona; Lesmund; Lestmona; Lessimona; Lesmene; Lessmonia","53.168427","8.69147","2878480","y","y","860","","First mentioned in 860.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9014","","Sulberger Warte","Sulbergswarde; Sulbergwarte","51.523589","10.247014","","y","y","1400","","Watchtower in the defensive enclosure ('landwehr') of Duderstadt on the Sulberg, first mentioned in annals of the year 1400. In the vicinity, the gallows of Duderstadt were located as well.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9015","","Wehnder Warte","Nige warde; Nyge warde by Wende; Feuerhaken-Warte","51.475031","10.310961","","y","y","1413","","Watchtower in the defensive enclosure ('landwehr') of Duderstadt near Wehnde, built in 1413.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9016","","Kölpin","","53.637288","11.671833","2886090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9017","","Liepen (Gielow)","Liepen","53.669166","12.736706","2877816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9018","","Eulenkrug","","53.664157","11.276777","2928438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9019","","Rosenow","","53.675734","11.185496","2844946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9020","","Fräulein-Steinfort","","53.776288","11.282555","2925279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9021","","Schaalmühle","","53.534159","10.945862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9022","","Giehlermühlen","Giehler Mühle","53.34715","8.913619","","y","y","1535","","Water mill, farm and inn, mentioned in a tax register of 1535.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9023","8580","Gotteslager","Gottslager; Gotslager; Juliusstadt","52.163031","10.546099","","y","","","","","","","","","y","1630","","The toll in Linden was moved before 1630 into the suburb Gotteslager in Wolfenbüttel. According to a description of 1630, the toll in Gotteslager had the highest revenues of the five toll stations in the Amt Wolfenbüttel.","","","","","","","","","","","","","","","","","","","","","","","","",""
"9024","","Thiedebach","Tiedebach; Tydebeke; Thidebeck","52.206512","10.49633","2822814","y","y","1586","","Toll station with inn at the stream Thiedebach, which was built by duke Julius of Brunswick-Wolfenbüttel after 1586.","","","","","y","1586","","A toll station was installed here by duke Julius of Brunswick-Wolfenbüttel after 1586.","","","","","","","","","","","","","","","","","","","","","","","","",""
